الجهة,اسم المنافسة,تاريخ الترسية,قيمة المنافسة
وزارة البيئة والمياه والزراعة,تشغيل وصيانة محطة تنقية المياه العاشرة ومستلزماتها بمحافظة الشماسية,2021-08-13,21423349.99
وزارة النقل والخدمات اللوجستية-  الديوان العام,فتح وتمهيد وصيانة الطرق الترابية بمنطقة الباحة,2021-05-19,24110698.75
بنك التنمية الاجتماعية,توريد أثاث فرع جادة 30 ببريدة  ,2020-11-02,1679339.25
الهيئة العامة للغذاء والدواء,أداة مكتب البنية المؤسسية,2021-04-28,521531.37
أمانة منطقة نجران,الحراسات الامنية- لامانة منطقة نجران,2021-08-29,14362500.0
إدارة التعليم بمحافظة الطائف,تأمين محروقات وسائل النقل التابعة لإدارة تعليم الطائف,2020-10-13,458155.25
الهيئة الملكية للجبيل وينبع - الإدارة العامة بالجبيل,التعاقد مع مكتب محاسب لمراجعة وتدقيق صناديق حسابات قطاع التعليم بالهيئة الملكية بالجبيل لمدة عاميين أكاديميين,2020-12-11,158700.0
وزارة البيئة والمياه والزراعة,دراسة إستشارية لتحديد التدابير والآليات المناسبة لإدارة مخاطرالثروة النباتية,2020-11-19,480000.0
وزارة البيئة والمياه والزراعة,صيانة ونظافة مركز التدريب الزراعي بالأحساء,2020-10-20,629253.1
هيئة المساحة الجيولوجية السعودية,توريد طائرة مسيرة عن بعد,2020-10-18,293250.0
جامعة أم القرى,تأمين مياه الشرب لمقار جامعة أم القرى ,2020-12-13,1204740.0
الهيئة العامة للمنافسة,تصميم وتوريد احتياجات الهيئة من البوسترات والإنفوجراف والبروشورات لعام 2020م ,2020-11-05,23690.0
الشئون الصحية بمحافظة بيشة,تطوير قسم المختبر بمستشفى الولادة والاطفال بمحافظة بيشة,2021-11-04,309500.0
جامعة الباحة,تأمين احتياجات كلية علوم الحاسب وتقنية المعلومات  ,2020-10-22,159850.0
أمانة المنطقة الشرقية,تشغيل وصيانة اللوحات الالكترونية بحاضرة الدمام,2021-07-28,17060337.37
بلدية البشائر,صيانة طريق أسفل الباردة ,2021-11-08,792120.0
أمانة منطقة القصيم,تأمين ادوات كهرباء لبلدية محافظة  البدائع ,2020-11-23,146050.0
الهيئة العامة للغذاء والدواء,توريد وتشغيل أجهزة التواص اللاسلكي,2021-04-28,709967.45
مستشفى الملك فيصل التخصصي ومركز الأبحاث,أعمال إنشائية لإصلاح المباني الكهربائية وتخفيف الاهتزازات للمبرد رقم 4.,2021-07-14,534162.0
مستشفى الملك فيصل التخصصي ومركز الأبحاث,دعم وصيانة وتحديث نظام آفايا في مستشفى الملك فيصل التخصصي ومركز الأبحاث بالرياض ,2021-01-05,7494435.0
جامعة الطائف,منافسة تشغيل وصيانة الحاسب الآلي والشبكات بجامعة الطائف,2020-11-20,6399612.0
أمانة العاصمة المقدسة,صيانة وتشغيل مختبر مواد الطرق مرحلة خامسة ,2021-09-30,15941300.0
وزارة الاقتصاد والتخطيط  -  الديوان العام,مراقبة سجلات قواعد البيانات لوزارة الاقتصاد والتخطيط,2021-05-06,1383605.77
أمانة منطقة القصيم,صيانة الشوارع والطرق والأرصفة بمحافظة عنيزة ,2021-09-28,22612024.5
أمانة محافظة جدة,توريد ادوات كهربائية,2022-06-16,293535.0
أمانة منطقة القصيم,استئجار أجهزه ومعدات والات لبلدية محافظة عنيزة ,2020-11-23,50000.0
أمانة منطقة جازان,صيانة مركز الامير سلطان الحضاري,2023-03-30,11198700.0
المديرية العامة للشؤون الصحية بمنطقة جازان,صيانة وإصلاح الاجهزة والمعدات الطبية للمراكز الصحية وبعض مستشفيات منطقة جازان,2022-09-07,242482733.0
أمانة منطقة الباحة, تشغيل وصيانة أنظمة الأمن السيبراني لأمانة منطقة الباحة والبلديات التابعة لها - امانة منطقة الباحة,2021-10-28,4140000.0
أمانة منطقة تبوك,ترميم مكاتب ادارة الشئون المالية,2020-11-29,80000.0
جامعة الملك فهد للبترول والمعادن,منافسة اختبارات التوفل (١) ,2020-11-03,487600.0
امانة محافظة حفر الباطن,توريد بلدورات زراعية خرسانية  وبلدورات للارصفه مسبقة الصنع لقسم الصيانه والتشغيل ,2020-11-25,43987.5
مستشفى الملك فيصل التخصصي ومركز الأبحاث,تجديد عقد دعم وصيانة نظام معلومات الجودة (QIS),2021-03-08,2134383.9
مؤسسة البريد السعودي,تزويد المركبات الخاصة بمؤسسة البريد السعودي بالوقود بشكل الي,2021-07-19,642544.23
جامعة الملك فهد للبترول والمعادن,توريد دجاج محلى مجمد وبيض محلى طازج ( اعادة طرح),2020-11-22,2176950.0
وكالة شؤون البلديات التابعة لأمانة المنطقة الشرقية,صيانة التصريف السطحي بمحافظة راس تنورة,2020-12-01,347757.0
وكالة شؤون البلديات التابعة لأمانة المنطقة الشرقية,صيانة الطرق الرابطة بمحافظة رأس تنورة,2020-12-15,2043270.0
المؤسسة العامة لتحلية المياه المالحة,توريد قطع غيار مسامير وملحقاتها لمحطات الساحل الغربي 1961900 / 92,2021-07-29,121378.85
أمانة محافظة جدة,أعمال التشغيل والصيانة والنظافة لمبنى أمانة محافظة جدة الجديد وملحقاته (16472),2021-12-02,18809009.0
الشئون الصحية بمحافظة جدة,الصيانة والنظافة والتشغيل الغير طبي لمستشفى شرق جدة بمحافظة جدة ,2022-05-30,151884479.0
المركز الوطني للتنافسية,تقيدم خدمات التشغيل والصيانة والنظافة للمركز الوطني للتنافسية,2021-09-13,3637693.8
أمانة منطقة نجران,قطع غيار الأجهزة والآلات والمعدات والمضخات - بلدية خباش,2021-05-09,99394.5
بلدية بحرأبو سكينة,توريد وتركيب كاميرات ,2021-10-02,688891.4
وزارة البيئة والمياه والزراعة,تشغيل وصيانة سدود منطقة تبوك,2021-06-24,8420645.0
بنك التنمية الاجتماعية,تأمين مطبوعات الفروع,2020-10-14,213561.4
أمانة محافظة جدة,صيانة وتوريد وتركيب نجيلة زراعية للحديقة العامة بالعرضية الشمالية,2021-06-16,171062.5
أمانة منطقة نجران,سلع وخدمات الحاسب آلي (اخرى),2021-05-09,99590.0
أمانة منطقة نجران,فطع غيار الاجهزه والالات والمعدات والمضخات,2021-05-09,96180.02
المديرية العامة للشؤون الصحية بمنطقة جازان,مشروع توسعة قسم الطوارئ لمستشفى صبيا العام ,2021-10-03,1035000.0
المؤسسة العامة للتدريب التقني والمهني,تأمين رخص برامج مجموعة أدوبي الاحترافية,2020-10-19,3475622.0
أمانة محافظة جدة,صيانة وتوريد وتركيب شبكة ري للحديقة العامة بالعرضية الشمالية,2021-06-16,202641.5
وكالة شؤون البلديات التابعة لأمانة المنطقة الشرقية,جمع ونقل النفايات والتخلص منها من محافظة الخفجي وتوابعها للأعوام 2021-2024م الموافق 1442-1445هـ,2021-08-09,40521516.84
أمانة العاصمة المقدسة,تشغيل وصيانة المولدات لمبنى أمانة العاصمة المقدسة الرئيسي بالمعابدة والمباني التابعة بمكة المكرمة لمدة ثلاث سنوات ميلادية,2020-11-26,3765036.75
بلدية بحرأبو سكينة,شراء سيارات لبلدية بحر ابو سكينة ,2021-10-02,227700.0
مؤسسة البريد السعودي,توريد وتجهيز متطلبات اجهزة البنية التحتية للاتصال المرئي وانظمة  غرف الاجتماعات في المبنى الجديد,2021-07-19,4698617.1
أمانة منطقة القصيم,توريد دهانات واحجار رخام لبلدية محافظة عنيزة,2020-09-27,913900.0
وزارة البيئة والمياه والزراعة,تأمين الحراسات الامنية لمركز الملك عبدالعزيز ديراب والثمامه وسدود الحماية جده,2021-01-28,17923713.49
إدارة التعليم بمنطقة جازان,عملية تأهيل مبنى  المتوسطة والثانوية الأولى بأبو عريش  بنات 	,2021-04-15,2999500.0
إدارة التعليم بمنطقة جازان,عملية تأهيل مبنى متوسطة وثانوية الدريعية بنات ,2021-04-15,1445224.32
إدارة التعليم بمنطقة جازان,إنشاء غرفة حارس و بوابة لمبنى معهد الأمل بجازان ,2021-04-15,259946.0
إدارة التعليم بمنطقة جازان, صيانة طارئة لمدرسة طارق بن زياد الإبتدائية ,2021-04-15,194292.5
أمانة منطقة حائل,استئجار سيارات ووسائط النقل لبلدية مدينة فيد ,2022-03-10,71581.0
المديرية العامة للشؤون الصحية بمنطقة تبوك, الصيانة والنظافة والتشغيل الغير طبي لمستشفى أشواق بمنطقة تبوك,2022-06-07,29237357.78
وزارة البيئة والمياه والزراعة,التأمين الإلزامي على مركبات وزارة البيئة والمياه والزراعة,2020-11-15,3986636.0
مؤسسة البريد السعودي,تأمين أجهزة حاسب آلي محمول وملحقاتها للمبنى الجديد,2021-07-19,4499950.0
هيئة تطوير منطقة مكة المكرمة,تشغيل وصيانة الحاسب الآلي و المعلومات الجغرافية ,2021-08-31,18911111.1
مؤسسة البريد السعودي,مشروع تأمين أجهزة حاسب آلي (محطة عمل) للمبنى الجديد,2021-07-19,397555.0
المؤسسة العامة للخطوط الحديدية,تأمين قطع غيار ( لقطارات  GM),2020-10-26,1667501.51
الهيئة السعودية للمواصفات والمقاييس والجودة,انتاج فيلم اليوم الوطني 2020 ,2020-09-18,161000.0
أمانة منطقة القصيم,تأمين وتوريد اثاث مكتبي بلدية محافظة البدائع ,2020-10-15,16192.0
أمانة منطقة القصيم,توريد وتركيب دهانات مرورية بلاستيكية حرارية بلدية محافظة البدائع ,2020-11-23,199985.0
الشئون الصحية بمحافظة جدة,احتياجات الحج( مراكز المراقبة بمطار الملك عبدالعزيز بجدة- مراكز المراقبة بميناء جدة الاسلامي- مركز صحي الجحفة) لعدد من التجهيزات الطبية والغير طبية لعام 1441هـ,2022-02-28,375014.0
جامعة الطائف,منافسة  تأمين وتوريد أجهزة الحاسب الآلي بجامعة الطائف,2020-11-10,859625.0
أمانة منطقة القصيم,تأمين مواد سباكة وكهرباء ببلدية محافظة عنيزة ,2020-09-27,1032300.0
أمانة محافظة جدة," صيانة مباني ومتاحف الامانة بجدة التاريخية واستكمال ترميمها صيانة وتشغيل ونظافة مبنى بلدية جدة التاريخية""",2022-03-17,4971999.7
أمانة منطقة حائل,توريد كابلات ومواد كهربائية  ببلدية مدينة فيد  ,2022-03-10,226521.25
جامعة الطائف,منافسة تأمين وتوريد أدوية بمركز الخدمات الطبية بجامعة الطائف,2021-01-18,1108048.0
المؤسسة العامة للتدريب التقني والمهني,توريد المياه الصالحة للشرب لفرع الكلية التقنية بالحائط (رديف),2021-07-05,565110.0
الجامعة الإسلامية بالمدينة المنورة,تشغيل السنة التحضيرية لطلاب الجامعة الاسلامية لعام 1442هـ,2020-09-17,8642940.0
مؤسسة البريد السعودي,مشروع تأثيث مقر مؤسسة البريد السعودي الجديد في برج الكهرباء بمدينة الرياض,2021-07-19,11500000.0
جامعة الأمير سطام بن عبدالعزيز,توريد المياه العادية لكليات محافظة الخرج,2020-10-13,184000.0
أمانة منطقة عسير,صيانة الشوارع م15 ( رفع مناهيل ),2021-08-23,745200.0
وزارة الطاقة, توريد وتركيب وحدات الإضاءة الداخلية لمبنى وزارة الطاقة الجديد ,2021-03-30,3709060.5
مؤسسة البريد السعودي,توريد وتجهيز متطلبات الأجهزة الشبكية لتهيئة وتشغيل المبنى الجديد,2021-07-19,3499999.99
وزارة البيئة والمياه والزراعة,حفر وتجهيز بئرين وردم البئرين القديمتين في محافظة رماح بمنطقة الرياض,2020-11-28,7399997.0
أمانة منطقة عسير,اعادة تأهيل الطرق والشوارع الرئيسية م2,2021-09-16,9439890.0
أمانة منطقة عسير,صيانة الجسور والأنفاق,2021-08-16,2601875.0
المؤسسة العامة للتدريب التقني والمهني,توريد المياه الصالحة للشرب والعادية للمعهد الصناعي الثانوي بصبيا,2021-07-05,127000.8
هيئة تقويم التعليم والتدريب,تنظيم المؤتمر الافتراضي لهيئة تقويم التعليم والتدريب الافتراضي لعام 2020م.,2020-08-23,2017000.0
الهيئة العامة للإعلام المرئي والمسموع,صيانة ونظافة فرع الهيئة بمحافظة جدة,2020-09-28,1148194.5
إدارة التعليم بمحافظة المخواة,عملية نظافة المباني المدرسية بإدارة التعليم(قطاع قلوة والحجرة)بمنطقة الباحة بمحافظة المخواة ,2021-04-06,10560964.05
المؤسسة العامة للتدريب التقني والمهني, توريد المياه الصالحة للشرب والعادية للمعهد الصناعي الثانوي بصامطة,2021-07-05,427248.0
المؤسسة العامة للتدريب التقني والمهني,توريد المياه الصالحة للشرب للمعهد الصناعي الثانوي بحائل,2022-03-09,6.67
المؤسسة العامة لتحلية المياه المالحة,توريد أغشية تناضح عكسي لمحطات تحلية جدة FPD,2021-05-21,2057100.0
الهيئة العامة للإعلام المرئي والمسموع, تقديم خدمة الاستضافة و الربط للفروع,2020-10-12,2925755.25
المؤسسة العامة لتحلية المياه المالحة,توريد أغشية تناضح عكسي لمحطات تحلية ينبع,2021-05-21,9874080.0
أمانة منطقة القصيم,حراسات أمنية لبلدية محافظة المذنب والمرافق التابعة لها ,2020-11-23,3010700.0
أمانة منطقة الجوف,سفلتة وارصفة وانارة للامانة والبلديات والقرى التابعة ,2021-07-27,1151933.09
أمانة منطقة الجوف,سفلتة ارصفة وانارة للامانة والبلديات التابعة ,2021-07-27,1351612.23
أمانة منطقة الجوف,التخلص من النفايات وردم المستنقعات واليات التخلص من النفايات ,2022-08-28,167706.8
برنامج الخدمات الصحيه بالهيئة الملكية بالجبيل,طلبيات الأثاث السنوية للبرنامج,2020-12-29,759807.3
المؤسسة العامة للتدريب التقني والمهني, توريد المياه الصالحة للشرب والعادية للكلية التقنية ببيشة,2021-07-26,516672.0
المؤسسة العامة للتدريب التقني والمهني,توريد المياه الصالحة للشرب للمعهد الصناعي الثانوي بنجران,2022-06-08,193752.0
الهيئة السعودية للملكية الفكرية,الاشتراك بقواعد البيانات التجارية لبراءات الاختراع ,2020-10-04,1699500.53
أمانة منطقة حائل, صيانة الحدائق التابعة لبلدية مدينة فيد,2022-03-10,372370.0
أمانة منطقة حائل,توريد وتركيب حجر طبيعي للارضيات ومصدات خرسانية بمدينة فيد,2022-03-10,399050.0
وزارة المالية  -  الديوان العام,مشروع مستودع البيانات وحوكمتها (التقنيات والرخص),2020-10-07,19951781.25
أمانة العاصمة المقدسة,استكمال تنفيذ تقاطع الطريق الدائري الرابع  مع طريق جدة السريع,2021-08-18,29331172.74
المؤسسة العامة لتحلية المياه المالحة,تقييم الثغرات الأمنية,2021-09-12,368554.01
الهيئة الملكية للجبيل وينبع - الإدارة العامة بالجبيل,تزويد معهد اللغة الإنجليزية والسنة التحضيرية بمدرسين لتصميم وتطوير برامج تدريب لغة إنجليزية خاصة بمعهد اللغة الإنجليزية,2020-12-02,3434176.0
إدارة التعليم بمحافظة الرس,استكمال اضافة ملحق ومضلات بمدرسة المتوسطة الثانية عشر بنات بالرس,2020-10-08,1509715.0
المؤسسة العامة للتدريب التقني والمهني,توريد المياه الصالحة للشرب للكلية التقنية بحائل,2022-02-20,6.1
إدارة التعليم بمحافظة عنيزة,تأهيل وترميم مجمع الملاعب الرياضية بمحافظة عنيزة (تعليم عنيزة),2020-10-12,2076038.65
المؤسسة العامة للتدريب التقني والمهني,توريد المياه العادية للكلية التقنية بعرعر,2020-12-23,596160.0
بنك التنمية الاجتماعية,تنفيذ الاعمال الهندسية المطلوبة لتشغيل مشروع جادة 30 - بريدة,2020-10-06,3933890.0
الهيئة العامة للغذاء والدواء,خدمات نقل العينات للهيئة العامة للغذاء والدواء بين فروع ومنافذ ومكاتب ومختبرات الهيئة حول المملكة وبينها وبين الجهات ذات العلاقة حول العالم,2021-04-28,2727550.0
أمانة منطقة تبوك,توريد مياه صالحة للشرب والرى,2020-12-29,250.0
أمانة منطقة تبوك,توريد نجيلة صناعية,2021-01-20,112493.0
أمانة منطقة تبوك,استئجار معدات وألات,2020-12-29,99475.0
المديرية العامة للشؤون الصحية بمنطقة جازان,منافسة إنشاء بنية تحتية وشبكة بيانات لمركز الإتصال ,2021-10-05,1086248.6
أمانة منطقة القصيم,صيانة شبكات تصريف السيول بمحافظة عنيزة ,2020-11-23,6000412.0
أمانة منطقة القصيم,صيانة ونظافة وتشغيل المرافق العامة في محافظة عنيزة,2020-12-29,3316902.7
وكالة شؤون البلديات التابعة لأمانة المنطقة الشرقية,صيانة المباني والمرافق والمنشآت التابعة لبلدية محافظـة الجبيـل  للأعوام 2020/2023م,2021-03-02,2225508.75
بلدية الربوعة,تأمين وتوريد قطع غيار وصيانة لمعدات والآلات وسيارات البلدية,2020-09-15,561982.0
أمانة منطقة تبوك,تامين حديد 25 ملم وحديد 18 ملم و16 ملم و14 ملم 12 ملم و10 ملم 8 ملم  وشبك حديد ,2020-11-15,341320.0
الهيئة الملكية للجبيل وينبع - الإدارة العامة بينبع,تشغيل وصيانة غرف تفتيش شبكة الاتصالات,2021-04-27,19999997.47
أمانة منطقة تبوك,صيانة وتوريد ماون اسطح الخرسانة رقم 600 وزن 35 كلجم ورقم 520 وزن 35 كلجم وتوريد برميل سعة 17.5 كجم وتامين مادة سلر الحماية الاسطح سعة 200 لتر,2020-11-08,159965.0
بنك التنمية الاجتماعية,توريد وتركيب أثاث مبنى بنك التنمية الاجتماعية ,2021-02-03,16741700.0
أمانة منطقة تبوك,بشان صيانة وتركيب وتوريد نافورة مياة 5 نزل بطول 5.30 م وصيانة وتركيب وتوريد نافورة بطوال 30متر 168 نزل وعدد 2 غطاس ,2020-11-23,256622.5
المركز السعودى لكفاءة الطاقة,مشروع تشغيل وصيانة مقر المركز السعودي لكفاءة الطاقة ,2021-01-10,1449000.0
الهيئة العامة للمنشآت الصغيرة والمتوسطة,تطوير وتشغيل نظام إدارة الموارد المؤسسية ERP الداخلي للهيئة العامة للمنشآت الصغيرة والمتوسطة (منشآت),2020-09-11,4367865.6
المركز الوطني للتخصيص,مشروع توريد أجهزة كمبيوتر محمولة ومحلقاتها للمركز الوطني للتخصيص,2021-09-08,1295776.3
الهيئة العامة للإحصاء,توريد أجهزة لاب توب مع سماعات ,2022-10-05,791751.0
مدينة الملك فهد الطبية,منافسة مشروع صيانة وتوريد أجهزة الحضور والأنصراف,2021-09-20,4312834.65
الشئون الصحية بمنطقة مكة المكرمة,منافسة تأمين الكساوي والملبوسات الخاصة بمستشفى النور التخصصي لعام 2020م ,2021-10-17,587765.0
الهيئة الملكية للجبيل وينبع - الإدارة العامة بينبع,صيانة سيارات الإطفاء والتجهيزات الأمنية,2021-04-27,9999095.77
جامعة الطائف,تشغيل مركز اللغة الانجليزية (طلاب وطالبات) بجامعة الطائف وفروعها,2021-10-19,22057948.98
أمانة منطقة حائل,صيانة وتشغيل المباني التابعة لبلدية مدينة فيد,2022-03-10,633520.0
جامعة الأميرة نورة بنت عبدالرحمن,منافسة تجديد الدعم الفني لخوادم البنية التحتية في مستشفى الملك عبدالله الجامعي ,2021-05-24,7905787.86
المديرية العامة للشؤون الصحية بمنطقة عسير,توريد وتركيب وتشغيل مكيفات أسبليت لمراكز الجودة بمنطقة عسير,2021-09-19,1917050.0
إدارة التعليم بمحافظة الطائف,الصيانة الطارئة للمتوسطة الثالثة بالخرمة,2020-10-13,484550.0
أمانة منطقة تبوك,صيانة وتوريد وتركيب اغطية احواض للاشجار وصيانة وتوريد وتركيب اغطية تصريف القنوات الارضية ,2020-11-15,138575.0
وزارة البيئة والمياه والزراعة,تشغيل وصيانة سدود الحماية (بمحافظة جدة) بمنطقة مكة المكرمة,2021-01-31,7848157.75
جامعة الملك فيصل,منافسة تامين قطع غيار لسيارات الجامعة,2021-08-16,150020.0
إدارة التعليم بمحافظة الطائف,أعمال تأهيل الإبتدائية الخامسة والخمسون بنات,2020-10-13,2096450.0
المديرية العامة للشؤون الصحية بمنطقة جازان,صيانة ونظافة وتشغيل غير طبي لعدد 20 مركز صحي بقطاع صبيا,2022-11-01,32206900.0
الهيئة السعودية للمواصفات والمقاييس والجودة,إنشاء شبكة نظام إطفاء وإنذار للحريق بمبنى المستودعات المركزية في فرع الهيئة بالرياض,2020-10-21,299485.3
الهيئة العامة للغذاء والدواء,الدعم الفني لمنصة ابيان ,2020-10-08,613573.83
المديرية العامة للشؤون الصحية بمنطقة عسير,تأمين وتركيب وتشغيل أوراق لأجهزة تخطيط القلب للمستشفيات والمراكز الصحية بمنطقة عسير,2021-09-19,744625.0
الهيئة العامة للجمارك,مشروع التشغيل والصيانة والنظافة لأجهزة فحص الحقائب والطرود بالمنافذ الجمركية,2021-08-17,23741575.2
امانة محافظة حفر الباطن,توريد مواد محروقات لسيارات ومعدات البلدية (ديزل وبنزين),2020-11-25,249860.0
أمانة منطقة تبوك,توريد ألعاب ,2020-11-10,123510.0
وزارة البيئة والمياه والزراعة,تشغيل وصيانة سدود منطقة القصيم,2021-01-31,6816050.0
إدارة التعليم بمحافظة الرس, عملية نظافة المباني المدرسية بقطاع ضرية بنات,2020-10-08,1827000.0
المجلس الصحي السعودي,منافسة الصيانة والنظافة وتشغيل مبنى الامانة العامة للمجلس الصحي السعودي,2021-03-01,4951523.0
إدارة التعليم بمحافظة الطائف,أعمال صيانة طارئة للمبنى المتوسطة 15 والمتوسطة 51 وابتدائية السيل الكبير,2020-10-13,428087.5
أمانة منطقة حائل,توريد بنزين 91 للسيارات وديزل وآلالات ومعدات البلدية,2022-03-10,144720.0
إدارة التعليم بمحافظة الطائف,اعمال صيانة طارئة بعدد من المباني المدرسية بنين وبنات ( تركيب طبقات العزل ),2020-10-13,686205.0
إدارة التعليم بمحافظة الخرج,نظافة المباني الإدارية بالخرج والدلم  التابعة لإدارة التعليم بمحافظة الخرج ,2020-11-11,4634348.2
المؤسسة العامة لتحلية المياه المالحة,التأمين الطبي للعاملين وعائلاتهم ووالديهم ,2021-12-16,171855200.0
وزارة الموارد البشرية و التنمية الاجتماعية,مشروع الممكنات التقنية للعمل عن بعد,2021-08-04,10442000.0
إدارة التعليم بمنطقة القصيم,توريد محروقات ( بنزين -ديزل ) وتغيير زيت وبنشر وغسيل سيارات تعليم القصيم,2020-10-06,487257.9
وزارة البيئة والمياه والزراعة,مشروع أنظمة إدارة الإيرادات الخاصة بوزارة البيئة والمياه والزراعة,2021-02-04,16909330.9
أمانة منطقة المدينة المنورة,تأمين شتلات زراعية لبلدية محافظة ينبع ,2021-06-07,296700.0
جامعة الملك خالد,توريد وتركيب المولدات الاحتياطية للكليات التابعة لجامعة الملك خالد,2021-08-24,20679444.9
وزارة البيئة والمياه والزراعة,عملية تأمين وتوزيع المياه الصالحة للشرب على المواطنين بمراكز وقرى محافظة الأمواه بمنطقة عسير,2021-07-05,7948800.0
إدارة التعليم بمحافظة الطائف,صيانة طارئة لمجمع مدارس ظليم (بنات),2020-10-13,182160.0
إدارة التعليم بمحافظة الرس,عملية نظافة المباني المدرسية بقطاع ضرية بنين,2020-10-25,2553000.0
أمانة منطقة المدينة المنورة,مشروع صيانة وتشغيل وتطوير الحاسب الآلي ببلديات محافظات منطقة المدينة المنورة ,2021-09-07,5998860.0
المؤسسة العامة للري,تأمين وتوريد مواسير فيبر جلاس (GRP) بأقطار متعددة  للمؤسسة,2020-09-22,189000.0
جامعة الملك سعود,مشروع رخصة نظام منصة الخريجين بجامعة الملك سعود ,2021-04-11,249872.0
أمانة محافظة الطائف,تأمين أكياس نفايات,2023-06-18,59800.0
جامعة الأميرة نورة بنت عبدالرحمن,مشروع توريد وتركيب ثلاث معامل لقسم الهندسة الصناعية والنظم بكلية الهندسة بجامعة الاميرة نوره بنت عبدالرحمن,2021-03-01,1868460.78
أمانة محافظة الطائف,تشغيل وصيانة شبكة الانارة لقرى محافظة الطائف ,2021-07-13,6662525.0
الهيئة الملكية للجبيل وينبع - الإدارة العامة بينبع, خدمات تشغيل بيوت الضيافة (المتابعة رقم 11),2021-06-21,15175179.72
أمانة منطقة الباحة,تبتير مخططات ومعالجة التعارضات المتداخله,2020-10-26,96600.0
أمانة منطقة الباحة,تامين وتوريد كفرات ,2020-11-04,102115.4
الهيئة العامة للمنافسة,دراسة هيكل قطاع التأمين الصحي وأثر سلوك المنشآت العاملة فيه على المنافسة,2020-11-18,2988850.0
جامعة الطائف,تأمين وتركيب وتحديث برنامج سير الاعمال بجامعة الطائف,2020-11-10,369656.0
أمانة منطقة حائل,صيانة أجهزة وطابعات وآلات البلدية لمدة عام,2020-10-03,99360.0
وزاة التجارة,تطوير وتأهيل مبنى تقنية المعلومات بمقر الوزارة الرئيسي بالرياض,2021-07-29,2641317.71
أمانة منطقة الباحة,طلبات ورشة الحدادة,2020-10-26,37690.1
أمانة منطقة الرياض,مشروع صيانة حدائق المجمعة,2021-10-03,1256375.0
الهيئة العامة للمنشآت الصغيرة والمتوسطة,الحملة الإعلامية لليوم الوطني ,2020-12-23,946698.4
مدينة الملك فهد الطبية,منافسة تشغيل وصيانة أنظمة وأجهزة الأتصالات,2021-08-18,6900000.0
جامعة الملك عبدالعزيز,مشروع تأمين أجهزة IOs   للخدمات التعليمية,2021-08-25,807300.0
جامعة الباحة,تأمين احتياجات كلية العلوم وكليات المحافظات من المواد الكيميائيه والمواد المستهلكه,2020-10-22,272913.5
جامعة الباحة,تأمين احتياجات كلية الصيدلة الإكلينيكية وكلية العلوم الطبية التطبيقية من المواد الكيميائية والأدوات المستهلكة,2021-03-02,83973.5
جامعة الملك خالد,توريد وتأمين هدايا تذكارية ومستلزمات ,2021-08-13,1985295.0
وزارة البيئة والمياه والزراعة,صيانه ونظافة مركز التدريب الزراعي بالقصيم,2020-11-19,849481.84
هيئة تقويم التعليم والتدريب,تجديدتراخيص الدعم الفني لمظام البيئة الافتراضية VMware,2020-11-19,401580.0
أمانة منطقة القصيم,تأمين انترلوك ملون مقاسين,2020-10-04,344000.0
وزارة الموارد البشرية و التنمية الاجتماعية,تقديم خدمات استشارية لمركز عمليات أمن المعلومات,2021-05-25,6599178.4
هيئة تقويم التعليم والتدريب,مشروع حماية الأجهزة الطرفية ,2020-10-08,1486950.0
جامعة الملك سعود,مشروع إنشاء بوابة التدريب التعاوني بجامعة الملك سعود  ,2021-07-28,1155750.0
أمانة منطقة الباحة,تامين وتوريد طلبات البنشر ,2020-10-26,71886.5
هيئة المساحة الجيولوجية السعودية,تأمين وتوريد مواد نظافة,2021-03-10,172685.5
أمانة منطقة الباحة,تامين وتوريد طلبات الكهرباء ,2020-10-26,99664.75
إدارة التعليم بمحافظة بيشة,صيانه وتشغيل التكييف المركزي بمبني ادارة التعليم بمحافظة بيشة,2020-09-15,207230.0
الهيئة الملكية للجبيل وينبع - الإدارة العامة بالجبيل, توفير خدمة استضافة الإنترنت لإدارة التعليم العام بالجبيل الصناعية,2020-12-21,449438.4
وزارة الاسكان,توريد محروقات (بنزين) لوزارة الإسكان وفروعها ,2021-04-28,397515.0
إدارة التعليم بمحافظة المخواة,تأمين المياه للمباني المدرسية والتعليمية والإدارية في جميع القطاعات التابعة لإدارة تعليم المخواة ,2021-04-05,3260250.0
جامعة تبوك,إستكمال إنشاء كلية العلوم - المرحلة الأولى والمرحلة الثانية ( للأعمال المتبقية )   ,2022-03-17,139979996.28
أمانة المنطقة الشرقية,عقـد مشروع إدارة ومتابعة الأزمات والكوارث ,2021-09-05,21230341.5
أمانة منطقة حائل,حراسات امنيه,2021-08-24,4832750.33
إدارة التعليم بمحافظة الرس,عملية نظافة المباني المدرسية بإدراة التعليم بمحافظة الرس قطاع دخنة بنات,2020-10-26,1854375.0
المديرية العامة للشؤون الصحية بمنطقة عسير,تأمين أجهزة هيبا فلتر للقطاعات الصحية لمكافحة فايروس كورنا بصحة عسير,2021-10-28,2530000.0
مدينة الملك فهد الطبية,منافسة تأسيس مكتب البنية المؤسسية,2021-10-03,4140399.05
جامعة حفر الباطن,توريد سيارات لإدارة العامة للأمن والسلامة الجامعي بجامعة حفر الباطن,2021-11-07,865950.0
أمانة منطقة تبوك,توريد وتركيب مظله لتغطية مساحة 35*35متر لبلدية محافظة البدع,2020-10-20,298655.0
