Date,Description,Amount,Category
2024-08-02,Whole Foods,21.59,Groceries
2025-03-22,McDonald's,46.45,Dining
2024-10-19,Uber,31.08,Transport
2024-11-23,Netflix,24.23,Subscription
2024-07-02,Local Store,22.74,Shopping
2024-09-21,Walmart,22.69,Groceries
2024-03-01,Walmart,21.96,Groceries
2025-06-14,Local Store,27.8,Shopping
2024-08-11,Costco,19.25,Groceries
2025-02-09,Taxi,13.85,Transport
2025-04-12,Whole Foods,11.57,Groceries
2024-02-17,McDonald's,39.87,Dining
2024-04-09,Starbucks,21.04,Dining
2024-02-27,Pizza Hut,32.61,Dining
2024-03-18,Uber,22.08,Transport
2024-02-10,Spotify,24.29,Subscription
2024-09-18,Local Store,7.39,Shopping
2025-05-06,Taxi,13.8,Transport
2025-03-19,Walmart,5.01,Groceries
2025-06-16,eBay,11.62,Shopping
2025-04-14,Pizza Hut,10.02,Dining
2025-02-15,Spotify,1.5,Subscription
2024-02-27,Pizza Hut,42.27,Dining
2024-07-21,Netflix,29.71,Subscription
2025-02-06,Uber,40.62,Transport
2024-10-17,Local Store,18.12,Shopping
2024-02-18,Amazon,37.73,Shopping
2025-02-18,Uber,18.83,Transport
2024-05-14,Bus Ticket,6.5,Transport
2024-04-02,Costco,10.77,Groceries
2024-09-23,Local Store,16.52,Shopping
2025-06-19,Amazon Prime,11.32,Subscription
2024-08-23,Whole Foods,30.15,Groceries
2025-02-25,Netflix,13.39,Subscription
2025-05-17,McDonald's,17.37,Dining
2024-09-13,Pizza Hut,13.33,Dining
2025-01-02,Netflix,25.83,Subscription
2025-02-04,Uber,6.82,Transport
2024-11-12,Uber,26.87,Transport
2024-11-04,Spotify,40.59,Subscription
2025-05-15,Costco,47.46,Groceries
2024-11-11,Walmart,19.65,Groceries
2024-02-18,Local Store,38.04,Shopping
2025-07-18,Local Store,19.71,Shopping
2024-09-16,Amazon,5.58,Shopping
2024-01-22,Uber,12.49,Transport
2024-10-22,Amazon,5.88,Shopping
2024-02-08,eBay,30.76,Shopping
2024-11-19,Amazon Prime,44.25,Subscription
2025-06-18,Taxi,1.69,Transport
2025-03-02,McDonald's,17.45,Dining
2025-04-13,eBay,4.37,Shopping
2024-09-09,Pizza Hut,28.26,Dining
2025-01-23,Bus Ticket,9.32,Transport
2024-11-10,Taxi,39.38,Transport
2024-02-16,Taxi,5.22,Transport
2025-05-24,Local Store,12.97,Shopping
2024-04-04,Amazon Prime,9.46,Subscription
2024-08-06,Amazon Prime,38.26,Subscription
2024-03-15,Taxi,37.12,Transport
2025-03-26,Local Store,47.28,Shopping
2024-02-25,Netflix,5.93,Subscription
2024-09-27,Whole Foods,27.78,Groceries
2024-10-06,Local Store,3.42,Shopping
2024-06-17,Spotify,17.68,Subscription
2025-04-02,eBay,30.73,Shopping
2024-09-25,Netflix,48.9,Subscription
2024-10-18,Bus Ticket,6.48,Transport
2025-05-11,Local Store,19.26,Shopping
2025-01-21,Amazon,39.03,Shopping
2024-10-14,Local Store,27.69,Shopping
2024-09-16,Local Store,47.61,Shopping
2024-09-28,eBay,4.37,Shopping
2025-03-31,Netflix,20.0,Subscription
2024-05-26,Costco,14.79,Groceries
2024-07-17,Spotify,16.84,Subscription
2025-01-20,Whole Foods,16.16,Groceries
2025-02-20,Whole Foods,40.23,Groceries
2024-01-17,Amazon,33.28,Shopping
2024-01-16,Bus Ticket,18.03,Transport
2024-12-10,Netflix,12.29,Subscription
2024-10-23,Taxi,16.95,Transport
2024-04-15,Spotify,25.69,Subscription
2024-07-05,Taxi,32.88,Transport
2024-07-01,Whole Foods,20.37,Groceries
2025-02-20,Netflix,13.34,Subscription
2024-09-04,Whole Foods,40.03,Groceries
2025-03-17,McDonald's,49.94,Dining
2024-12-08,Whole Foods,14.87,Groceries
2024-04-24,Bus Ticket,47.02,Transport
2024-12-23,Walmart,28.13,Groceries
2024-01-30,Walmart,39.31,Groceries
2025-05-16,eBay,7.53,Shopping
2025-07-25,Bus Ticket,15.17,Transport
2024-10-06,Costco,44.03,Groceries
2025-06-19,Costco,24.63,Groceries
2024-09-15,Taxi,48.43,Transport
2025-01-01,Bus Ticket,43.33,Transport
2025-04-24,Whole Foods,7.09,Groceries
2025-06-05,Local Store,48.04,Shopping
2025-03-05,McDonald's,31.71,Dining
2025-03-28,Taxi,44.28,Transport
2025-06-17,Uber,27.05,Transport
2025-02-15,Starbucks,45.46,Dining
2025-01-04,Starbucks,7.51,Dining
2025-04-23,eBay,41.73,Shopping
2024-10-03,eBay,31.69,Shopping
2025-01-23,Spotify,16.59,Subscription
2024-09-06,Pizza Hut,49.72,Dining
2025-01-28,McDonald's,16.92,Dining
2024-01-24,McDonald's,46.29,Dining
2025-07-04,Amazon Prime,29.85,Subscription
2024-04-13,Taxi,28.72,Transport
2024-06-03,eBay,47.36,Shopping
2024-05-21,Amazon,7.63,Shopping
2025-07-05,Taxi,27.91,Transport
2025-04-06,Spotify,15.9,Subscription
2024-05-01,Uber,37.3,Transport
2025-04-09,Starbucks,15.31,Dining
2024-12-09,Bus Ticket,44.57,Transport
2024-03-26,Netflix,7.11,Subscription
2024-08-19,McDonald's,49.89,Dining
2025-01-24,McDonald's,38.15,Dining
2025-03-20,Local Store,22.33,Shopping
2025-04-06,Starbucks,37.95,Dining
2024-05-10,Local Store,16.55,Shopping
2025-06-14,Walmart,14.27,Groceries
2025-07-13,Amazon Prime,2.03,Subscription
2024-09-12,Uber,47.68,Transport
2025-07-14,Pizza Hut,45.32,Dining
2024-12-23,Uber,31.48,Transport
2024-12-06,Starbucks,38.93,Dining
2024-01-25,Starbucks,4.14,Dining
2024-08-27,Costco,49.96,Groceries
2024-01-16,Costco,22.88,Groceries
2025-05-16,McDonald's,46.54,Dining
2024-07-22,Walmart,34.6,Groceries
2024-02-27,McDonald's,29.16,Dining
2024-01-25,Uber,33.33,Transport
2024-07-11,Taxi,32.87,Transport
2024-09-05,Taxi,22.29,Transport
2024-04-09,Uber,49.17,Transport
2024-10-20,eBay,9.75,Shopping
2025-07-11,Starbucks,21.47,Dining
2024-11-21,Netflix,18.67,Subscription
2025-04-30,Pizza Hut,28.74,Dining
2024-05-02,eBay,43.81,Shopping
2024-07-24,Amazon Prime,9.53,Subscription
2024-01-17,McDonald's,13.13,Dining
2024-08-14,Netflix,37.23,Subscription
2024-06-24,Uber,46.41,Transport
2025-05-05,Starbucks,9.5,Dining
2025-05-01,Starbucks,22.15,Dining
2025-07-13,Local Store,45.61,Shopping
2024-01-02,McDonald's,7.65,Dining
2024-07-17,Starbucks,15.95,Dining
2024-11-11,Amazon,8.63,Shopping
2025-05-20,McDonald's,46.43,Dining
2025-05-12,Starbucks,4.11,Dining
2024-01-31,Local Store,47.76,Shopping
2024-08-08,Pizza Hut,41.19,Dining
2024-06-27,Costco,10.2,Groceries
2024-02-17,Amazon Prime,11.76,Subscription
2024-09-19,Costco,18.78,Groceries
2024-02-24,Amazon Prime,25.75,Subscription
2024-07-10,Amazon Prime,20.18,Subscription
2025-03-31,Pizza Hut,10.46,Dining
2024-02-20,Bus Ticket,18.66,Transport
2024-05-12,Local Store,25.7,Shopping
2024-05-08,Bus Ticket,21.02,Transport
2024-03-13,Amazon,11.08,Shopping
2024-06-26,Amazon,11.03,Shopping
2024-02-26,Walmart,9.12,Groceries
2024-01-01,Spotify,41.6,Subscription
2024-02-04,Starbucks,28.42,Dining
2025-06-19,Whole Foods,7.17,Groceries
2024-02-18,Pizza Hut,38.35,Dining
2024-12-22,Amazon,20.59,Shopping
2024-09-02,Local Store,19.68,Shopping
2024-01-31,Walmart,31.29,Groceries
2025-03-15,Taxi,48.32,Transport
2024-05-10,Costco,41.41,Groceries
2025-03-21,Amazon,7.19,Shopping
2024-11-12,Local Store,26.01,Shopping
2024-03-14,Walmart,35.95,Groceries
2025-02-02,McDonald's,5.31,Dining
2024-07-11,Whole Foods,38.55,Groceries
2025-07-16,eBay,41.79,Shopping
2025-01-18,Walmart,1.64,Groceries
2024-11-29,Amazon,7.84,Shopping
2025-07-15,Taxi,46.26,Transport
2025-04-28,Amazon,44.82,Shopping
2025-07-25,Netflix,6.06,Subscription
2024-07-06,McDonald's,9.05,Dining
2024-11-24,Netflix,44.04,Subscription
2025-04-06,Spotify,22.6,Subscription
2024-02-10,eBay,37.66,Shopping
2024-09-24,Costco,15.42,Groceries
2025-07-24,Starbucks,49.03,Dining
2024-06-27,Costco,28.1,Groceries
2025-01-04,Uber,1.3,Transport
2024-04-21,Starbucks,46.36,Dining
2024-10-27,Pizza Hut,24.56,Dining
2024-12-08,Local Store,22.03,Shopping
2025-04-02,Whole Foods,17.68,Groceries
2024-09-06,Pizza Hut,5.62,Dining
2024-06-16,Walmart,19.61,Groceries
2024-11-23,Pizza Hut,26.15,Dining
2024-04-18,Amazon,17.58,Shopping
2024-04-23,Costco,17.34,Groceries
2025-05-16,Bus Ticket,7.49,Transport
2024-07-22,Uber,35.55,Transport
2024-03-20,McDonald's,12.95,Dining
2024-06-29,Pizza Hut,30.79,Dining
2025-01-20,Bus Ticket,42.23,Transport
2025-02-17,Starbucks,28.42,Dining
2024-07-05,Spotify,10.59,Subscription
2025-05-22,Spotify,1.07,Subscription
2024-04-09,eBay,9.67,Shopping
2025-06-03,Spotify,25.42,Subscription
2024-09-22,Amazon Prime,1.25,Subscription
2024-07-31,Spotify,46.24,Subscription
2024-05-06,Netflix,37.01,Subscription
2024-06-19,Costco,33.59,Groceries
2024-11-09,Spotify,21.53,Subscription
2025-01-12,Spotify,24.93,Subscription
2024-03-02,Netflix,6.15,Subscription
2024-02-02,Whole Foods,12.76,Groceries
2024-09-20,Amazon,20.62,Shopping
2025-03-24,Bus Ticket,3.29,Transport
2024-03-09,Pizza Hut,29.6,Dining
2024-07-27,Pizza Hut,40.79,Dining
2024-03-04,Walmart,18.04,Groceries
2025-07-12,Amazon,26.98,Shopping
2024-11-12,Netflix,29.74,Subscription
2025-05-31,Pizza Hut,28.57,Dining
2024-06-18,Costco,6.79,Groceries
2024-03-13,Uber,38.44,Transport
2025-05-13,Bus Ticket,39.67,Transport
2024-06-18,Starbucks,47.13,Dining
2024-03-27,Amazon,36.5,Shopping
2024-02-02,Bus Ticket,25.22,Transport
2024-07-07,Pizza Hut,22.99,Dining
2024-10-27,McDonald's,26.65,Dining
2024-08-29,Starbucks,25.13,Dining
2024-02-16,Pizza Hut,36.95,Dining
2024-10-10,eBay,14.66,Shopping
2024-02-10,Costco,27.25,Groceries
2024-05-01,Starbucks,32.11,Dining
2024-11-15,eBay,8.87,Shopping
2024-03-10,Bus Ticket,13.53,Transport
2025-04-21,McDonald's,36.09,Dining
2024-04-22,Amazon,26.24,Shopping
2024-03-29,Netflix,25.12,Subscription
2024-06-04,Uber,45.82,Transport
2024-03-30,Costco,44.24,Groceries
2024-05-26,Amazon,18.72,Shopping
2024-04-02,Walmart,16.87,Groceries
2024-01-03,Costco,42.78,Groceries
2025-07-08,Bus Ticket,17.54,Transport
2025-03-19,Local Store,23.29,Shopping
2025-04-29,Amazon Prime,5.34,Subscription
2024-01-26,McDonald's,20.94,Dining
2024-10-10,Uber,30.97,Transport
2024-03-02,Taxi,11.72,Transport
2025-04-06,Spotify,18.16,Subscription
2025-02-24,Walmart,48.21,Groceries
2024-09-09,Amazon,38.12,Shopping
2024-09-29,Netflix,29.06,Subscription
2024-11-26,Walmart,23.96,Groceries
2024-03-07,eBay,28.46,Shopping
2024-04-22,eBay,25.09,Shopping
2024-07-25,Local Store,43.54,Shopping
2024-09-06,Spotify,13.16,Subscription
2024-12-20,Netflix,43.65,Subscription
2024-04-17,Netflix,37.38,Subscription
2025-03-16,Amazon,27.53,Shopping
2024-06-30,Costco,19.81,Groceries
2024-08-15,Local Store,7.77,Shopping
2025-03-21,Amazon Prime,49.89,Subscription
2025-02-09,Whole Foods,44.41,Groceries
2024-06-09,Bus Ticket,23.04,Transport
2024-08-07,Bus Ticket,27.97,Transport
2024-12-25,Pizza Hut,28.04,Dining
2025-05-15,McDonald's,4.21,Dining
2024-05-29,eBay,2.54,Shopping
2024-08-05,Taxi,7.62,Transport
2024-01-05,eBay,39.49,Shopping
2024-06-12,Starbucks,46.86,Dining
2025-02-09,eBay,9.71,Shopping
2025-04-25,Local Store,42.82,Shopping
2024-04-17,Uber,44.9,Transport
2024-03-02,Amazon Prime,48.27,Subscription
2024-01-22,Starbucks,45.11,Dining
2024-04-14,Pizza Hut,18.42,Dining
2025-05-18,Starbucks,24.01,Dining
2024-05-22,McDonald's,49.62,Dining
2024-05-02,Netflix,29.07,Subscription
2024-12-03,Spotify,23.08,Subscription
2024-04-22,Taxi,20.15,Transport
2025-03-08,Uber,23.39,Transport
2025-06-16,Amazon,1.43,Shopping
2025-07-21,McDonald's,25.13,Dining
2025-01-11,McDonald's,34.8,Dining
2024-03-22,Pizza Hut,36.64,Dining
2024-09-10,Netflix,21.82,Subscription
2024-03-27,Local Store,31.67,Shopping
2025-01-14,Taxi,32.4,Transport
2024-06-08,Whole Foods,17.33,Groceries
2024-12-23,Starbucks,22.08,Dining
2024-08-30,Starbucks,46.32,Dining
2024-02-17,Whole Foods,41.85,Groceries
2024-11-05,Spotify,25.76,Subscription
2025-06-01,Uber,20.28,Transport
2025-04-26,Starbucks,15.23,Dining
2024-03-08,Costco,21.34,Groceries
2025-05-21,Starbucks,3.33,Dining
2024-09-10,eBay,14.36,Shopping
2024-12-29,eBay,35.11,Shopping
2024-01-22,Walmart,20.31,Groceries
2025-05-23,Amazon Prime,47.79,Subscription
2024-07-30,Taxi,31.05,Transport
2024-10-18,Pizza Hut,34.87,Dining
2025-01-29,eBay,11.26,Shopping
2025-03-05,McDonald's,35.14,Dining
2024-08-12,eBay,49.33,Shopping
2024-06-07,Spotify,40.98,Subscription
2025-03-12,Bus Ticket,49.83,Transport
2024-08-12,Starbucks,31.28,Dining
2025-01-17,Whole Foods,29.33,Groceries
2024-04-27,Amazon,25.0,Shopping
2024-12-09,Spotify,21.32,Subscription
2024-10-31,Starbucks,49.65,Dining
2024-06-14,McDonald's,27.65,Dining
2024-05-23,Costco,27.14,Groceries
2024-07-07,Netflix,32.9,Subscription
2024-02-07,Netflix,40.63,Subscription
2025-04-17,Walmart,29.52,Groceries
2024-12-29,Uber,45.17,Transport
2025-06-02,Netflix,34.44,Subscription
2025-03-16,Taxi,9.42,Transport
2024-08-10,Amazon Prime,27.51,Subscription
2024-11-09,Walmart,22.34,Groceries
2025-03-03,Costco,4.24,Groceries
2024-10-20,Walmart,16.73,Groceries
2024-03-23,Taxi,41.25,Transport
2025-02-12,Spotify,48.51,Subscription
2024-02-01,Pizza Hut,11.56,Dining
2024-05-08,Amazon Prime,40.18,Subscription
2024-07-19,Amazon Prime,36.74,Subscription
2024-11-19,Taxi,43.61,Transport
2024-11-11,Uber,31.17,Transport
2024-02-08,Netflix,41.14,Subscription
2024-11-04,Starbucks,39.31,Dining
2024-12-09,Taxi,4.33,Transport
2025-05-04,eBay,5.83,Shopping
2024-03-29,Whole Foods,18.17,Groceries
2024-06-03,Costco,38.33,Groceries
2024-03-03,Starbucks,15.56,Dining
2024-03-21,eBay,46.98,Shopping
2024-06-28,Uber,29.7,Transport
2024-02-27,Uber,38.14,Transport
2024-11-10,McDonald's,28.37,Dining
2024-01-02,Local Store,47.7,Shopping
2025-01-24,Costco,39.4,Groceries
2025-03-06,Spotify,39.65,Subscription
2025-07-21,Whole Foods,8.61,Groceries
2024-05-16,Starbucks,38.53,Dining
2024-09-12,McDonald's,16.04,Dining
2024-05-03,Netflix,23.1,Subscription
2025-02-11,eBay,49.96,Shopping
2025-06-10,Bus Ticket,17.03,Transport
2025-06-15,Netflix,23.57,Subscription
2024-01-15,Amazon,17.94,Shopping
2025-04-27,Uber,42.75,Transport
2024-04-29,McDonald's,20.82,Dining
2024-05-20,Walmart,38.99,Groceries
2024-01-27,Starbucks,40.28,Dining
2024-06-04,Netflix,35.17,Subscription
2024-07-02,Whole Foods,30.25,Groceries
2024-11-03,McDonald's,43.16,Dining
2024-10-25,Pizza Hut,39.64,Dining
2024-06-12,Whole Foods,44.13,Groceries
2025-03-29,Costco,12.49,Groceries
2024-03-17,Netflix,38.89,Subscription
2024-08-28,Netflix,27.52,Subscription
2025-05-26,Spotify,15.72,Subscription
2024-10-04,Bus Ticket,15.95,Transport
2024-05-06,Local Store,16.76,Shopping
2025-01-17,Local Store,40.28,Shopping
2024-07-28,McDonald's,44.94,Dining
2024-11-19,Local Store,19.68,Shopping
2024-04-19,Amazon Prime,5.02,Subscription
2025-05-25,Walmart,30.76,Groceries
2024-06-09,eBay,8.65,Shopping
2024-12-13,Bus Ticket,3.58,Transport
2024-07-03,Amazon Prime,26.22,Subscription
2024-12-11,eBay,13.48,Shopping
2025-02-19,Starbucks,14.6,Dining
2024-09-29,Local Store,14.6,Shopping
2024-12-11,Costco,48.5,Groceries
2024-02-03,Amazon Prime,3.68,Subscription
2024-03-27,McDonald's,38.41,Dining
2025-07-15,eBay,43.3,Shopping
2024-08-26,Whole Foods,45.13,Groceries
2024-04-11,Starbucks,37.32,Dining
2024-01-10,Uber,23.09,Transport
2024-07-14,Spotify,23.9,Subscription
2025-05-02,McDonald's,34.32,Dining
2024-02-10,Uber,18.69,Transport
2025-06-07,eBay,29.19,Shopping
2024-01-19,Costco,38.66,Groceries
2024-09-12,Local Store,41.09,Shopping
2024-04-05,Walmart,11.85,Groceries
2024-12-26,Local Store,17.11,Shopping
2024-05-14,eBay,19.13,Shopping
2024-08-08,Amazon Prime,34.74,Subscription
2024-12-11,Costco,13.32,Groceries
2025-01-29,Amazon,32.38,Shopping
2025-04-13,Pizza Hut,47.11,Dining
2025-06-26,Amazon Prime,37.43,Subscription
2025-07-12,Netflix,14.03,Subscription
2024-06-02,Bus Ticket,25.95,Transport
2024-09-14,Uber,33.04,Transport
2024-02-06,Taxi,34.24,Transport
2024-11-14,Costco,6.83,Groceries
2024-04-14,Amazon Prime,21.86,Subscription
2024-05-28,McDonald's,37.32,Dining
2024-03-17,Spotify,17.73,Subscription
2024-05-18,Amazon Prime,33.94,Subscription
2024-09-11,Starbucks,39.57,Dining
2025-06-22,Amazon,13.99,Shopping
2024-04-10,Walmart,25.44,Groceries
2024-09-08,Bus Ticket,28.94,Transport
2024-02-22,Bus Ticket,30.7,Transport
2025-01-25,McDonald's,9.7,Dining
2024-11-20,McDonald's,13.42,Dining
2024-11-07,Bus Ticket,25.13,Transport
2025-07-15,Local Store,14.22,Shopping
2025-06-09,Netflix,28.8,Subscription
2024-02-17,Walmart,14.5,Groceries
2024-03-22,McDonald's,26.73,Dining
2024-07-14,Uber,14.73,Transport
2024-09-14,Starbucks,12.99,Dining
2025-01-19,Walmart,39.97,Groceries
2024-07-14,Walmart,29.63,Groceries
2024-04-01,Local Store,43.0,Shopping
2024-03-14,Taxi,38.21,Transport
2024-02-25,Whole Foods,36.61,Groceries
2024-01-07,Spotify,8.97,Subscription
2024-12-18,Walmart,15.44,Groceries
2025-05-10,Local Store,13.06,Shopping
2024-07-23,Amazon Prime,14.31,Subscription
2025-01-30,Spotify,3.21,Subscription
2025-03-13,Walmart,33.94,Groceries
2025-01-10,Bus Ticket,42.16,Transport
2024-11-09,Pizza Hut,3.28,Dining
2025-01-24,Amazon Prime,38.56,Subscription
2025-02-12,Pizza Hut,22.38,Dining
2024-02-05,Pizza Hut,45.17,Dining
2025-03-31,Netflix,19.3,Subscription
2025-05-03,Bus Ticket,32.94,Transport
2024-11-30,Amazon,42.45,Shopping
2024-06-09,Starbucks,20.27,Dining
2025-04-06,Uber,29.3,Transport
2024-05-13,Pizza Hut,12.57,Dining
2025-01-08,Netflix,23.34,Subscription
2025-03-07,Bus Ticket,24.51,Transport
2024-05-01,Bus Ticket,14.85,Transport
2025-05-04,Whole Foods,41.27,Groceries
2025-05-02,Costco,34.61,Groceries
2024-08-17,Spotify,28.02,Subscription
2024-09-09,Whole Foods,47.1,Groceries
2024-10-25,Netflix,26.72,Subscription
2025-04-29,Starbucks,28.15,Dining
2024-02-28,Amazon Prime,36.7,Subscription
2025-04-02,Local Store,10.98,Shopping
2024-09-27,Amazon,17.87,Shopping
2024-07-16,Bus Ticket,8.37,Transport
2024-03-13,Amazon,2.18,Shopping
2024-10-29,eBay,28.69,Shopping
2024-08-02,Costco,35.12,Groceries
2024-01-01,Starbucks,32.92,Dining
2025-04-02,Bus Ticket,29.86,Transport
2025-06-07,Pizza Hut,15.1,Dining
2024-06-13,McDonald's,24.7,Dining
2024-12-27,Amazon Prime,2.57,Subscription
2025-01-21,Taxi,29.01,Transport
2025-05-18,Amazon,46.3,Shopping
2024-01-22,Amazon,19.22,Shopping
2024-06-13,Amazon Prime,9.84,Subscription
2024-11-29,Netflix,16.77,Subscription
2024-09-04,Bus Ticket,21.23,Transport
2024-12-19,Starbucks,24.83,Dining
2024-11-11,Amazon,47.43,Shopping
2024-04-05,Whole Foods,44.04,Groceries
2025-07-19,Costco,21.23,Groceries
2025-03-09,Uber,23.54,Transport
2024-12-06,Spotify,27.49,Subscription
2024-10-22,Amazon,29.62,Shopping
2024-08-10,Costco,18.56,Groceries
2024-01-22,McDonald's,37.92,Dining
2025-07-17,Amazon,10.52,Shopping
2024-02-27,Local Store,21.17,Shopping
2024-08-26,Starbucks,33.47,Dining
2025-04-18,McDonald's,7.84,Dining
2024-06-23,Whole Foods,2.28,Groceries
2025-04-13,Local Store,41.31,Shopping
2024-03-13,eBay,18.55,Shopping
2024-10-21,Netflix,11.81,Subscription
2024-04-02,Pizza Hut,6.0,Dining
2024-06-30,McDonald's,22.33,Dining
2025-07-13,Amazon Prime,26.96,Subscription
2024-05-04,Uber,26.11,Transport
2024-01-27,Taxi,20.16,Transport
2025-05-12,Starbucks,7.06,Dining
2024-11-25,Pizza Hut,8.11,Dining
2024-11-11,eBay,26.98,Shopping
2024-11-02,Spotify,11.31,Subscription
2024-02-03,eBay,42.02,Shopping
2024-06-12,Taxi,21.61,Transport
2024-01-06,Uber,15.45,Transport
2025-03-20,Netflix,3.4,Subscription
2025-04-15,Netflix,41.38,Subscription
2025-05-31,eBay,27.72,Shopping
2024-04-10,Spotify,22.82,Subscription
2025-02-18,Amazon,2.38,Shopping
2024-04-07,Amazon,4.05,Shopping
2024-05-23,Whole Foods,44.72,Groceries
2024-11-06,McDonald's,3.77,Dining
2025-04-25,Whole Foods,17.33,Groceries
2025-01-19,Uber,11.2,Transport
2024-03-10,Starbucks,16.2,Dining
2024-02-15,Uber,27.58,Transport
2025-03-27,Costco,32.19,Groceries
2024-06-26,Pizza Hut,36.31,Dining
2024-06-06,McDonald's,7.53,Dining
2024-06-20,Starbucks,27.37,Dining
2024-11-02,Bus Ticket,42.97,Transport
2025-06-23,Amazon Prime,36.76,Subscription
2024-01-09,Taxi,10.41,Transport
2024-11-26,Starbucks,30.56,Dining
2024-07-05,Pizza Hut,16.61,Dining
2025-07-08,Bus Ticket,1.42,Transport
2025-05-13,Starbucks,6.67,Dining
2025-05-22,Local Store,8.16,Shopping
2024-03-23,Spotify,43.06,Subscription
2025-02-17,Spotify,35.29,Subscription
2025-05-14,Pizza Hut,14.86,Dining
2025-02-24,Spotify,16.84,Subscription
2025-05-10,Local Store,8.94,Shopping
2025-04-15,Costco,31.62,Groceries
2025-06-22,Taxi,14.16,Transport
2025-06-28,Netflix,4.55,Subscription
2024-06-08,Amazon Prime,29.84,Subscription
2024-10-08,Spotify,8.97,Subscription
2024-03-21,Starbucks,45.73,Dining
2024-05-29,Amazon Prime,21.29,Subscription
2024-02-20,Amazon Prime,13.44,Subscription
2024-05-29,Uber,28.63,Transport
2025-05-20,Starbucks,45.21,Dining
2024-03-06,Bus Ticket,24.03,Transport
2025-07-14,Taxi,45.12,Transport
2025-04-23,McDonald's,8.15,Dining
2025-04-15,Bus Ticket,42.27,Transport
2024-10-10,McDonald's,48.62,Dining
2025-03-18,Walmart,20.08,Groceries
2025-07-22,Starbucks,13.14,Dining
2025-04-29,Local Store,17.73,Shopping
2024-08-23,Local Store,8.53,Shopping
2024-02-13,Starbucks,14.76,Dining
2025-07-03,Taxi,9.04,Transport
2024-07-13,McDonald's,5.79,Dining
2025-07-20,Pizza Hut,14.74,Dining
2024-05-04,McDonald's,40.72,Dining
2024-11-16,Starbucks,32.34,Dining
2025-03-18,Spotify,25.21,Subscription
2025-01-08,Local Store,21.14,Shopping
2024-02-25,Amazon Prime,44.99,Subscription
2024-06-26,Amazon,34.42,Shopping
2024-09-15,Uber,3.48,Transport
2024-12-27,Costco,8.08,Groceries
2025-03-15,Taxi,10.65,Transport
2025-03-03,Local Store,21.98,Shopping
2024-12-15,Pizza Hut,47.95,Dining
2024-09-04,Walmart,28.17,Groceries
2024-05-10,Uber,33.9,Transport
2024-12-08,Amazon,35.0,Shopping
2024-01-29,eBay,44.05,Shopping
2024-03-17,Taxi,6.15,Transport
2024-05-07,Taxi,10.96,Transport
2025-02-22,Walmart,31.15,Groceries
2025-03-13,Whole Foods,30.25,Groceries
2024-08-09,Amazon Prime,3.25,Subscription
2024-05-26,Pizza Hut,9.77,Dining
2025-05-03,Spotify,37.76,Subscription
2024-09-17,Walmart,30.35,Groceries
2024-10-26,Bus Ticket,23.74,Transport
2025-07-21,Amazon Prime,20.48,Subscription
2024-12-10,Spotify,37.48,Subscription
2024-01-11,Costco,30.49,Groceries
2024-09-01,Local Store,26.22,Shopping
2024-01-10,Amazon,23.6,Shopping
2024-11-28,Pizza Hut,18.08,Dining
2025-04-04,Starbucks,45.77,Dining
2024-09-01,Local Store,30.38,Shopping
2025-03-17,Costco,12.56,Groceries
2025-05-28,Taxi,3.55,Transport
2024-03-04,Whole Foods,36.63,Groceries
2024-07-12,Uber,42.54,Transport
2025-05-15,Whole Foods,37.53,Groceries
