Date,Description,Amount,Category
2025-07-06,Taxi,30.45,Transport
2024-07-17,eBay,4.33,Shopping
2025-04-04,Local Store,22.21,Shopping
2024-09-29,eBay,12.87,Shopping
2025-03-10,Costco,1.34,Groceries
2024-09-01,eBay,7.19,Shopping
2025-01-12,Starbucks,18.94,Dining
2025-03-24,Uber,39.05,Transport
2024-02-29,Costco,1.62,Groceries
2024-05-26,Spotify,8.09,Subscription
2025-02-22,Starbucks,45.5,Dining
2025-06-30,Starbucks,24.72,Dining
2024-10-26,Whole Foods,36.57,Groceries
2024-03-17,Whole Foods,9.36,Groceries
2024-02-05,Spotify,17.94,Subscription
2024-01-11,Costco,27.29,Groceries
2024-09-12,Netflix,40.48,Subscription
2024-12-20,Netflix,40.71,Subscription
2025-05-13,Uber,28.34,Transport
2024-03-26,Bus Ticket,1.03,Transport
2024-08-09,Bus Ticket,17.94,Transport
2025-04-29,Uber,26.07,Transport
2025-02-14,Local Store,36.27,Shopping
2025-05-24,Uber,9.73,Transport
2024-09-01,McDonald's,5.61,Dining
2024-05-27,eBay,7.96,Shopping
2024-09-08,Netflix,13.06,Subscription
2025-07-03,Bus Ticket,45.14,Transport
2025-02-07,Local Store,21.93,Shopping
2024-05-01,Taxi,44.97,Transport
2024-04-02,Amazon Prime,11.21,Subscription
2024-01-19,Netflix,33.07,Subscription
2024-06-11,Taxi,20.33,Transport
2024-07-04,Local Store,16.25,Shopping
2024-01-07,Bus Ticket,15.25,Transport
2024-06-15,Amazon,29.62,Shopping
2025-07-22,Spotify,27.44,Subscription
2024-11-25,Bus Ticket,7.16,Transport
2024-10-12,Costco,28.99,Groceries
2025-02-10,Amazon Prime,20.35,Subscription
2024-08-28,Walmart,8.2,Groceries
2025-04-26,Starbucks,15.35,Dining
2025-07-11,Amazon,2.99,Shopping
2024-03-29,Spotify,43.87,Subscription
2024-11-25,Uber,39.96,Transport
2025-05-08,Walmart,25.43,Groceries
2024-05-23,Uber,20.05,Transport
2024-09-16,Costco,46.37,Groceries
2024-08-19,Starbucks,12.64,Dining
2025-04-16,Pizza Hut,1.19,Dining
2025-01-27,Local Store,21.25,Shopping
2024-08-26,Uber,27.19,Transport
2024-03-22,Local Store,45.26,Shopping
2024-09-14,Uber,11.7,Transport
2024-04-19,Netflix,8.18,Subscription
2024-04-04,Bus Ticket,1.05,Transport
2025-07-18,Costco,42.69,Groceries
2024-06-16,Whole Foods,19.78,Groceries
2024-08-28,Netflix,33.07,Subscription
2025-06-26,Uber,3.9,Transport
2025-03-02,McDonald's,13.04,Dining
2024-02-18,Local Store,17.49,Shopping
2025-05-26,Netflix,26.45,Subscription
2024-11-06,Whole Foods,18.99,Groceries
2025-02-22,Pizza Hut,2.47,Dining
2025-02-11,Walmart,48.99,Groceries
2025-04-22,Walmart,11.83,Groceries
2025-06-13,Pizza Hut,20.11,Dining
2025-07-06,Uber,27.43,Transport
2024-04-27,Whole Foods,17.07,Groceries
2024-01-08,Uber,28.37,Transport
2024-05-26,Amazon Prime,28.34,Subscription
2024-12-25,Starbucks,21.69,Dining
2025-07-03,eBay,43.12,Shopping
2024-12-18,Local Store,25.77,Shopping
2024-12-11,Bus Ticket,27.85,Transport
2024-05-07,Amazon,37.39,Shopping
2025-02-15,Bus Ticket,40.06,Transport
2024-08-09,Spotify,37.64,Subscription
2024-01-09,Costco,22.84,Groceries
2024-03-30,Uber,18.74,Transport
2024-02-14,eBay,19.0,Shopping
2025-01-11,Uber,23.8,Transport
2024-08-29,Amazon Prime,42.45,Subscription
2025-07-22,Costco,42.16,Groceries
2024-08-11,Taxi,27.49,Transport
2025-01-01,Netflix,26.92,Subscription
2024-02-11,Netflix,2.85,Subscription
2024-11-29,eBay,40.26,Shopping
2024-11-24,Uber,26.06,Transport
2025-06-11,Spotify,5.47,Subscription
2024-05-04,McDonald's,7.08,Dining
2025-07-21,Starbucks,28.47,Dining
2025-05-30,Bus Ticket,47.83,Transport
2024-01-01,Whole Foods,15.2,Groceries
2024-12-08,Netflix,15.1,Subscription
2024-06-14,Costco,25.0,Groceries
2024-02-08,Starbucks,30.87,Dining
2025-01-21,Walmart,4.59,Groceries
2024-04-08,Amazon,10.78,Shopping
2024-04-28,Walmart,18.03,Groceries
2024-03-22,Netflix,2.78,Subscription
2025-07-04,Amazon,44.5,Shopping
2024-08-17,eBay,7.96,Shopping
2025-05-25,Starbucks,20.15,Dining
2024-08-13,Bus Ticket,12.94,Transport
2024-04-19,Uber,30.16,Transport
2024-02-11,Bus Ticket,24.44,Transport
2024-03-25,Netflix,37.17,Subscription
2024-12-13,Uber,43.51,Transport
2025-07-05,Spotify,29.82,Subscription
2025-04-16,eBay,39.6,Shopping
2024-04-09,Pizza Hut,29.04,Dining
2024-01-31,Whole Foods,39.92,Groceries
2025-06-27,Costco,9.0,Groceries
2025-05-23,Uber,38.31,Transport
2025-03-07,Pizza Hut,38.65,Dining
2025-04-22,Netflix,26.36,Subscription
2024-05-05,Costco,6.91,Groceries
2024-04-06,Starbucks,13.36,Dining
2024-09-24,Netflix,33.45,Subscription
2024-04-22,Walmart,20.16,Groceries
2025-07-02,Starbucks,43.44,Dining
2024-04-18,Local Store,21.36,Shopping
2024-07-01,Starbucks,30.04,Dining
2025-05-10,Local Store,17.68,Shopping
2024-11-02,McDonald's,37.87,Dining
2025-01-23,Bus Ticket,35.45,Transport
2024-02-22,Starbucks,26.87,Dining
2024-07-03,eBay,13.69,Shopping
2025-01-15,Pizza Hut,17.45,Dining
2024-06-07,Walmart,43.88,Groceries
2024-11-04,Whole Foods,47.17,Groceries
2024-10-01,Bus Ticket,34.61,Transport
2024-05-25,Costco,23.34,Groceries
2024-10-23,Walmart,1.97,Groceries
2024-01-24,Amazon Prime,36.3,Subscription
2024-09-23,Netflix,30.52,Subscription
2024-11-02,Pizza Hut,20.89,Dining
2024-03-04,Spotify,8.26,Subscription
2024-05-05,Pizza Hut,5.16,Dining
2024-07-13,Taxi,9.37,Transport
2024-07-07,Amazon,40.06,Shopping
2025-04-02,Costco,20.57,Groceries
2025-05-28,Uber,31.87,Transport
2024-12-30,Local Store,37.91,Shopping
2024-04-25,McDonald's,28.32,Dining
2025-05-04,Amazon,17.73,Shopping
2024-12-21,Uber,34.55,Transport
2024-04-18,Local Store,8.27,Shopping
2024-10-21,Uber,22.63,Transport
2025-06-20,Uber,47.51,Transport
2024-01-16,Uber,31.17,Transport
2025-05-15,Uber,12.21,Transport
2024-01-07,Taxi,35.49,Transport
2024-09-28,Amazon,4.82,Shopping
2024-08-08,Local Store,12.66,Shopping
2024-02-08,Netflix,4.9,Subscription
2024-06-27,Amazon Prime,28.8,Subscription
2025-07-22,Amazon,49.36,Shopping
2024-04-15,Amazon,47.34,Shopping
2024-08-12,Uber,39.08,Transport
2024-01-06,Netflix,48.99,Subscription
2024-11-24,Starbucks,46.26,Dining
2025-06-25,Taxi,12.79,Transport
2024-01-20,Whole Foods,11.22,Groceries
2024-10-01,Amazon,46.48,Shopping
2025-07-22,eBay,34.14,Shopping
2025-03-30,Walmart,25.07,Groceries
2024-01-26,Whole Foods,2.27,Groceries
2024-04-22,Taxi,7.97,Transport
2024-09-27,eBay,37.88,Shopping
2025-05-24,Bus Ticket,49.06,Transport
2024-06-09,Taxi,26.96,Transport
2024-04-01,Bus Ticket,23.29,Transport
2025-06-03,Whole Foods,49.77,Groceries
2025-01-05,McDonald's,48.44,Dining
2024-07-13,Starbucks,32.6,Dining
2025-03-27,Walmart,15.18,Groceries
2025-01-04,Whole Foods,47.22,Groceries
2024-05-21,Pizza Hut,40.12,Dining
2024-11-22,Local Store,15.62,Shopping
2024-10-29,Bus Ticket,13.94,Transport
2024-07-25,Uber,4.72,Transport
2024-07-06,eBay,44.81,Shopping
2024-09-30,Uber,15.25,Transport
2025-05-04,Netflix,4.12,Subscription
2024-04-25,Costco,33.89,Groceries
2025-02-04,Starbucks,32.24,Dining
2024-02-16,Taxi,35.02,Transport
2025-03-13,Pizza Hut,48.15,Dining
2025-03-04,Bus Ticket,49.2,Transport
2024-07-07,Uber,25.69,Transport
2025-01-11,Bus Ticket,12.26,Transport
2024-01-16,Walmart,25.01,Groceries
2024-10-07,Local Store,8.25,Shopping
2025-04-10,Starbucks,46.67,Dining
2024-11-24,McDonald's,36.65,Dining
2024-03-15,Spotify,13.97,Subscription
2024-09-29,Whole Foods,9.69,Groceries
2024-04-19,Pizza Hut,8.73,Dining
2024-03-16,Amazon Prime,11.25,Subscription
2025-04-30,Taxi,39.83,Transport
2024-05-12,Amazon Prime,22.26,Subscription
2024-05-18,Spotify,6.43,Subscription
2024-04-16,Bus Ticket,45.69,Transport
2025-01-05,Starbucks,43.59,Dining
2024-05-20,Pizza Hut,49.44,Dining
2024-03-28,McDonald's,29.68,Dining
2024-10-24,Costco,31.82,Groceries
2024-12-05,Local Store,31.56,Shopping
2025-03-14,Taxi,13.6,Transport
2024-10-23,Pizza Hut,20.72,Dining
2024-04-06,Starbucks,4.45,Dining
2025-07-24,Taxi,48.54,Transport
2025-01-15,Walmart,36.52,Groceries
2024-02-25,Netflix,46.46,Subscription
2024-01-02,Taxi,36.53,Transport
2025-01-21,Costco,10.38,Groceries
2025-01-24,Taxi,32.75,Transport
2025-05-02,eBay,36.95,Shopping
2024-04-15,Whole Foods,29.32,Groceries
2024-06-18,Walmart,17.89,Groceries
2025-02-08,Uber,4.91,Transport
2024-04-30,Bus Ticket,42.99,Transport
2025-07-20,Local Store,25.34,Shopping
2025-07-05,Spotify,42.69,Subscription
2024-09-03,Amazon,26.83,Shopping
2025-03-03,Starbucks,17.23,Dining
2025-06-26,Pizza Hut,47.03,Dining
2024-05-14,Walmart,4.93,Groceries
2024-07-20,Taxi,2.4,Transport
2024-03-05,Local Store,11.08,Shopping
2024-09-25,Netflix,10.17,Subscription
2024-01-06,Pizza Hut,23.89,Dining
2024-04-13,Uber,24.32,Transport
2024-02-09,Pizza Hut,43.44,Dining
2024-07-19,Walmart,42.39,Groceries
2025-06-09,eBay,5.89,Shopping
2025-05-27,Amazon,47.96,Shopping
2024-04-02,Bus Ticket,44.1,Transport
2024-10-13,Walmart,26.97,Groceries
2025-01-03,Uber,46.83,Transport
2025-03-09,eBay,3.3,Shopping
2024-08-25,Starbucks,48.86,Dining
2024-09-17,Taxi,1.03,Transport
2024-09-28,Whole Foods,16.54,Groceries
2024-08-16,eBay,42.48,Shopping
2025-02-06,Local Store,37.25,Shopping
2024-10-14,McDonald's,18.64,Dining
2024-07-16,Bus Ticket,20.03,Transport
2024-08-12,Local Store,42.75,Shopping
2024-01-08,eBay,35.61,Shopping
2024-08-16,Starbucks,37.66,Dining
2024-11-04,Amazon,40.67,Shopping
2024-11-19,Bus Ticket,14.65,Transport
2025-04-09,Spotify,10.01,Subscription
2024-05-23,Costco,27.64,Groceries
2024-05-01,Uber,27.77,Transport
2024-08-05,Costco,10.88,Groceries
2025-04-02,Local Store,24.81,Shopping
2025-05-10,Local Store,17.67,Shopping
2025-04-19,Netflix,29.25,Subscription
2024-04-30,eBay,18.76,Shopping
2024-11-19,Whole Foods,49.35,Groceries
2024-04-16,Whole Foods,13.88,Groceries
2024-06-30,Amazon Prime,7.25,Subscription
2024-04-25,Walmart,11.04,Groceries
2024-01-22,eBay,25.02,Shopping
2024-10-15,Netflix,46.16,Subscription
2024-06-05,Whole Foods,9.08,Groceries
2024-06-09,Spotify,43.02,Subscription
2024-10-18,Starbucks,23.32,Dining
2024-03-15,Local Store,41.02,Shopping
2024-02-04,Local Store,11.79,Shopping
2024-06-27,Taxi,8.25,Transport
2025-03-26,Amazon Prime,25.38,Subscription
2024-07-10,Amazon,22.96,Shopping
2024-07-07,eBay,16.92,Shopping
2024-11-09,eBay,18.03,Shopping
2025-02-02,Costco,23.64,Groceries
2024-05-28,Amazon Prime,38.99,Subscription
2024-01-15,Taxi,13.82,Transport
2025-01-04,Starbucks,17.58,Dining
2025-04-08,Starbucks,22.17,Dining
2024-07-18,Netflix,4.95,Subscription
2024-09-09,eBay,35.59,Shopping
2024-01-30,Costco,8.64,Groceries
2024-04-13,Starbucks,25.24,Dining
2024-10-20,Starbucks,48.51,Dining
2024-02-12,Costco,3.39,Groceries
2025-01-09,Amazon Prime,48.33,Subscription
2025-03-02,Costco,16.25,Groceries
2024-03-30,Uber,34.98,Transport
2024-08-30,Netflix,16.78,Subscription
2025-06-10,McDonald's,6.4,Dining
2025-07-18,eBay,26.6,Shopping
2025-03-24,Spotify,19.51,Subscription
2024-03-13,Walmart,13.38,Groceries
2025-04-13,Amazon,26.43,Shopping
2024-04-03,Starbucks,7.77,Dining
2024-11-02,Amazon,3.49,Shopping
2024-04-24,eBay,33.66,Shopping
2025-04-11,Whole Foods,13.54,Groceries
2025-03-24,Netflix,36.34,Subscription
2025-02-06,Local Store,13.46,Shopping
2024-06-05,Walmart,6.05,Groceries
2025-07-16,eBay,17.13,Shopping
2025-04-08,Pizza Hut,28.61,Dining
2024-10-13,Amazon,48.53,Shopping
2025-01-17,Walmart,3.59,Groceries
2024-07-20,Pizza Hut,46.57,Dining
2025-02-19,Bus Ticket,1.75,Transport
2025-01-30,Walmart,20.98,Groceries
2024-06-30,Amazon Prime,43.88,Subscription
2024-01-19,Costco,3.35,Groceries
2024-06-26,Walmart,37.78,Groceries
2025-05-09,Netflix,31.58,Subscription
2024-03-29,Pizza Hut,16.41,Dining
2024-07-18,eBay,38.7,Shopping
2024-10-04,Amazon Prime,12.09,Subscription
2024-06-25,Whole Foods,36.27,Groceries
2024-03-21,Starbucks,45.47,Dining
2024-02-26,McDonald's,4.55,Dining
2025-04-11,Amazon Prime,5.22,Subscription
2025-04-06,eBay,35.18,Shopping
2025-01-24,Walmart,32.55,Groceries
2024-09-07,Netflix,28.13,Subscription
2024-05-20,Bus Ticket,33.49,Transport
2025-04-27,Local Store,14.01,Shopping
2024-11-01,Amazon Prime,49.85,Subscription
2024-05-13,Costco,1.16,Groceries
2025-07-13,eBay,48.34,Shopping
2024-09-08,Walmart,44.83,Groceries
2024-08-10,Netflix,24.53,Subscription
2024-09-08,eBay,24.12,Shopping
2025-04-08,Starbucks,33.85,Dining
2025-04-24,Uber,26.51,Transport
2025-05-10,Amazon Prime,5.48,Subscription
2025-03-03,Amazon Prime,31.2,Subscription
2025-06-09,Bus Ticket,37.07,Transport
2025-06-07,Bus Ticket,15.58,Transport
2024-05-08,Bus Ticket,43.45,Transport
2024-07-19,Amazon,39.96,Shopping
2024-10-20,Taxi,33.5,Transport
2024-01-07,McDonald's,1.89,Dining
2024-06-02,McDonald's,25.16,Dining
2025-02-16,Spotify,38.99,Subscription
2025-01-16,Whole Foods,33.09,Groceries
2025-03-24,Amazon Prime,46.12,Subscription
2025-04-23,Costco,26.31,Groceries
2025-07-06,Netflix,33.52,Subscription
2025-03-17,Amazon Prime,10.9,Subscription
2024-01-20,Whole Foods,20.42,Groceries
2025-05-29,Starbucks,34.14,Dining
2025-06-11,Spotify,12.13,Subscription
2024-04-19,McDonald's,18.63,Dining
2025-06-26,Amazon Prime,5.66,Subscription
2024-06-12,eBay,18.41,Shopping
2024-11-21,Whole Foods,18.93,Groceries
2025-05-18,Taxi,4.84,Transport
2024-12-19,Starbucks,46.58,Dining
2024-10-20,Pizza Hut,16.42,Dining
2024-06-08,Amazon Prime,3.28,Subscription
2024-09-02,Costco,31.95,Groceries
2025-01-14,Walmart,10.65,Groceries
2025-02-19,eBay,18.84,Shopping
2024-03-22,Amazon,30.66,Shopping
2024-05-01,Taxi,4.39,Transport
2024-07-02,Costco,9.98,Groceries
2024-08-31,Spotify,22.5,Subscription
2025-01-13,Taxi,28.86,Transport
2024-06-08,Costco,3.24,Groceries
2025-06-21,Local Store,26.27,Shopping
2024-02-08,Uber,20.86,Transport
2024-01-02,Walmart,47.21,Groceries
2024-10-19,Taxi,30.14,Transport
2024-06-01,Starbucks,28.44,Dining
2025-04-29,Walmart,32.2,Groceries
2024-02-09,Bus Ticket,10.99,Transport
2024-08-28,Costco,40.56,Groceries
2025-06-22,Amazon,6.5,Shopping
2024-02-01,Local Store,46.45,Shopping
2025-05-31,Uber,3.19,Transport
2024-07-30,Costco,3.92,Groceries
2024-06-28,Whole Foods,41.57,Groceries
2024-08-24,Amazon Prime,6.32,Subscription
2024-09-23,Amazon,13.23,Shopping
2024-07-08,Pizza Hut,5.65,Dining
2025-07-04,Starbucks,37.01,Dining
2024-05-05,Starbucks,18.95,Dining
2024-10-30,McDonald's,49.27,Dining
2024-12-03,eBay,47.35,Shopping
2024-02-18,Pizza Hut,34.5,Dining
2024-07-24,Bus Ticket,22.81,Transport
2024-06-02,Costco,27.34,Groceries
2024-10-17,Uber,2.04,Transport
2024-03-15,Netflix,27.32,Subscription
2024-06-01,Pizza Hut,18.41,Dining
2024-06-27,Netflix,42.18,Subscription
2024-07-10,Amazon,26.74,Shopping
2024-08-20,Amazon Prime,8.59,Subscription
2024-04-17,Spotify,5.78,Subscription
2024-07-22,McDonald's,35.75,Dining
2025-03-28,Bus Ticket,15.3,Transport
2025-01-06,Spotify,17.37,Subscription
2024-07-27,Amazon Prime,28.74,Subscription
2024-01-06,eBay,18.54,Shopping
2024-02-11,Costco,14.48,Groceries
2024-04-24,Starbucks,1.81,Dining
2025-01-08,eBay,32.19,Shopping
2024-07-24,Starbucks,4.26,Dining
2024-07-26,Amazon,16.73,Shopping
2024-01-20,Bus Ticket,48.5,Transport
2024-08-20,Whole Foods,3.39,Groceries
2025-04-24,McDonald's,17.09,Dining
2025-01-22,Bus Ticket,19.19,Transport
2024-11-10,Uber,40.73,Transport
2024-04-28,Spotify,47.61,Subscription
2025-01-01,McDonald's,26.2,Dining
2024-01-31,Amazon,10.58,Shopping
2024-04-12,Costco,18.49,Groceries
2024-10-07,Costco,34.01,Groceries
2024-05-04,Taxi,40.58,Transport
2024-02-20,Amazon,34.41,Shopping
2024-05-29,Pizza Hut,20.72,Dining
2024-11-29,eBay,29.69,Shopping
2024-08-16,Walmart,3.14,Groceries
